2019-04-02 09:03:47,992 p=7562 u=student |  ERROR! Incorrect options passed
2019-04-03 00:57:03,564 p=4233 u=student |  fatal: [utility.lab.example.com]: FAILED! => {"changed": true, "cmd": ["ipa-server-install", "--domain=lab.example.io", "--realm=LAB.EXAMPLE.IO", "--ds-password=einstein", "--admin-password=redhat321", "--hostname=utility.lab.example.com", "--ip-address=172.25.250.8", "--no-ntp", "--setup-dns", "--reverse-zone=250.25.172.in-addr.arpa", "--no-forwarders", "--mkhomedir", "--unattended"], "delta": "0:00:00.989056", "end": "2019-04-03 04:57:03.478340", "msg": "non-zero return code", "rc": 2, "start": "2019-04-03 04:57:02.489284", "stderr": "Usage: ipa-server-install [options]\n\nipa-server-install: error: option --domain: DNS zone lab.example.io. already exists in DNS and is handled by server(s): utility.lab.example.com.\nipapython.admintool: ERROR    The ipa-server-install command failed.", "stderr_lines": ["Usage: ipa-server-install [options]", "", "ipa-server-install: error: option --domain: DNS zone lab.example.io. already exists in DNS and is handled by server(s): utility.lab.example.com.", "ipapython.admintool: ERROR    The ipa-server-install command failed."], "stdout": "Checking DNS domain lab.example.io, please wait ...", "stdout_lines": ["Checking DNS domain lab.example.io, please wait ..."]}
2019-04-03 00:57:03,568 p=4233 u=student |  	to retry, use: --limit @/home/student/scratch/create_ipa_server.retry

2019-04-03 00:57:03,568 p=4233 u=student |  PLAY RECAP ********************************************************************************************************************
2019-04-03 00:57:03,569 p=4233 u=student |  utility.lab.example.com    : ok=8    changed=1    unreachable=0    failed=1   
2019-04-03 00:57:03,570 p=4233 u=student |  Wednesday 03 April 2019  00:57:03 -0400 (0:00:01.704)       0:01:17.607 ******* 
2019-04-03 00:57:03,570 p=4233 u=student |  =============================================================================== 
2019-04-03 00:57:03,571 p=4233 u=student |  FreeIPA server packages installed ------------------------------------------------------------------------------------- 65.30s
2019-04-03 00:57:03,571 p=4233 u=student |  Enable firewall services for FreeIPA in public zone -------------------------------------------------------------------- 3.37s
2019-04-03 00:57:03,571 p=4233 u=student |  Gathering Facts -------------------------------------------------------------------------------------------------------- 2.72s
2019-04-03 00:57:03,572 p=4233 u=student |  Set up FreeIPA server (may take some time to run) ---------------------------------------------------------------------- 1.70s
2019-04-03 00:57:03,572 p=4233 u=student |  Find out if anything is running on IPA ports --------------------------------------------------------------------------- 0.97s
2019-04-03 00:57:03,572 p=4233 u=student |  rngd service running to avoid install blocking on entropy issues ------------------------------------------------------- 0.92s
2019-04-03 00:57:03,573 p=4233 u=student |  firewalld is enabled and started --------------------------------------------------------------------------------------- 0.89s
2019-04-03 00:57:03,573 p=4233 u=student |  /etc/hosts 127.0.0.1 should not resolve to FQDN ------------------------------------------------------------------------ 0.83s
2019-04-03 00:57:03,573 p=4233 u=student |  FQDN resolves to default IPv4 address in /etc/hosts -------------------------------------------------------------------- 0.73s
2019-04-03 00:57:03,574 p=4233 u=student |  Make sure that we're not already running an IPA server ----------------------------------------------------------------- 0.06s
2019-04-03 00:58:19,092 p=4374 u=student |  PLAY [utility.lab.example.com] ************************************************************************************************
2019-04-03 00:58:19,107 p=4374 u=student |  TASK [Gathering Facts] ********************************************************************************************************
2019-04-03 00:58:19,107 p=4374 u=student |  Wednesday 03 April 2019  00:58:19 -0400 (0:00:00.102)       0:00:00.102 ******* 
2019-04-03 00:58:21,842 p=4374 u=student |  ok: [utility.lab.example.com]
2019-04-03 00:58:21,881 p=4374 u=student |  TASK [firewalld is enabled and started] ***************************************************************************************
2019-04-03 00:58:21,881 p=4374 u=student |  Wednesday 03 April 2019  00:58:21 -0400 (0:00:02.773)       0:00:02.876 ******* 
2019-04-03 00:58:22,731 p=4374 u=student |  ok: [utility.lab.example.com]
2019-04-03 00:58:22,754 p=4374 u=student |  TASK [Enable firewall services for FreeIPA in public zone] ********************************************************************
2019-04-03 00:58:22,755 p=4374 u=student |  Wednesday 03 April 2019  00:58:22 -0400 (0:00:00.873)       0:00:03.749 ******* 
2019-04-03 00:58:23,985 p=4374 u=student |  ok: [utility.lab.example.com] => (item=freeipa-ldap)
2019-04-03 00:58:25,001 p=4374 u=student |  ok: [utility.lab.example.com] => (item=freeipa-ldaps)
2019-04-03 00:58:25,933 p=4374 u=student |  ok: [utility.lab.example.com] => (item=dns)
2019-04-03 00:58:25,956 p=4374 u=student |  TASK [/etc/hosts 127.0.0.1 should not resolve to FQDN] ************************************************************************
2019-04-03 00:58:25,957 p=4374 u=student |  Wednesday 03 April 2019  00:58:25 -0400 (0:00:03.201)       0:00:06.951 ******* 
2019-04-03 00:58:26,749 p=4374 u=student |  ok: [utility.lab.example.com]
2019-04-03 00:58:26,770 p=4374 u=student |  TASK [FQDN resolves to default IPv4 address in /etc/hosts] ********************************************************************
2019-04-03 00:58:26,771 p=4374 u=student |  Wednesday 03 April 2019  00:58:26 -0400 (0:00:00.814)       0:00:07.765 ******* 
2019-04-03 00:58:27,409 p=4374 u=student |  ok: [utility.lab.example.com]
2019-04-03 00:58:27,433 p=4374 u=student |  TASK [FreeIPA server packages installed] **************************************************************************************
2019-04-03 00:58:27,434 p=4374 u=student |  Wednesday 03 April 2019  00:58:27 -0400 (0:00:00.663)       0:00:08.428 ******* 
2019-04-03 00:58:48,853 p=4374 u=student |  ok: [utility.lab.example.com] => (item=ipa-server)
2019-04-03 00:59:09,918 p=4374 u=student |  ok: [utility.lab.example.com] => (item=ipa-server-dns)
2019-04-03 00:59:31,243 p=4374 u=student |  ok: [utility.lab.example.com] => (item=rng-tools)
2019-04-03 00:59:31,265 p=4374 u=student |  TASK [rngd service running to avoid install blocking on entropy issues] *******************************************************
2019-04-03 00:59:31,265 p=4374 u=student |  Wednesday 03 April 2019  00:59:31 -0400 (0:01:03.831)       0:01:12.260 ******* 
2019-04-03 00:59:31,940 p=4374 u=student |  ok: [utility.lab.example.com]
2019-04-03 00:59:31,963 p=4374 u=student |  TASK [Find out if anything is running on IPA ports] ***************************************************************************
2019-04-03 00:59:31,964 p=4374 u=student |  Wednesday 03 April 2019  00:59:31 -0400 (0:00:00.698)       0:01:12.958 ******* 
2019-04-03 00:59:32,927 p=4374 u=student |  changed: [utility.lab.example.com]
2019-04-03 00:59:32,952 p=4374 u=student |  TASK [Make sure that we're not already running an IPA server] *****************************************************************
2019-04-03 00:59:32,952 p=4374 u=student |  Wednesday 03 April 2019  00:59:32 -0400 (0:00:00.988)       0:01:13.947 ******* 
2019-04-03 00:59:33,011 p=4374 u=student |  fatal: [utility.lab.example.com]: FAILED! => {"changed": false, "msg": "There is currently a process bound to 389/tcp"}
2019-04-03 00:59:33,015 p=4374 u=student |  	to retry, use: --limit @/home/student/scratch/create_ipa_server.retry

2019-04-03 00:59:33,016 p=4374 u=student |  PLAY RECAP ********************************************************************************************************************
2019-04-03 00:59:33,016 p=4374 u=student |  utility.lab.example.com    : ok=8    changed=1    unreachable=0    failed=1   
2019-04-03 00:59:33,017 p=4374 u=student |  Wednesday 03 April 2019  00:59:33 -0400 (0:00:00.064)       0:01:14.011 ******* 
2019-04-03 00:59:33,017 p=4374 u=student |  =============================================================================== 
2019-04-03 00:59:33,017 p=4374 u=student |  FreeIPA server packages installed ------------------------------------------------------------------------------------- 63.83s
2019-04-03 00:59:33,018 p=4374 u=student |  Enable firewall services for FreeIPA in public zone -------------------------------------------------------------------- 3.20s
2019-04-03 00:59:33,018 p=4374 u=student |  Gathering Facts -------------------------------------------------------------------------------------------------------- 2.77s
2019-04-03 00:59:33,018 p=4374 u=student |  Find out if anything is running on IPA ports --------------------------------------------------------------------------- 0.99s
2019-04-03 00:59:33,019 p=4374 u=student |  firewalld is enabled and started --------------------------------------------------------------------------------------- 0.87s
2019-04-03 00:59:33,019 p=4374 u=student |  /etc/hosts 127.0.0.1 should not resolve to FQDN ------------------------------------------------------------------------ 0.81s
2019-04-03 00:59:33,019 p=4374 u=student |  rngd service running to avoid install blocking on entropy issues ------------------------------------------------------- 0.70s
2019-04-03 00:59:33,020 p=4374 u=student |  FQDN resolves to default IPv4 address in /etc/hosts -------------------------------------------------------------------- 0.66s
2019-04-03 00:59:33,020 p=4374 u=student |  Make sure that we're not already running an IPA server ----------------------------------------------------------------- 0.06s
2019-04-03 01:07:01,752 p=4576 u=student |  ERROR! Syntax Error while loading YAML.
  did not find expected key

The error appears to have been in '/home/student/scratch/create_ipa_server.yml': line 82, column 47, but may
be elsewhere in the file depending on the exact syntax problem.

The offending line appears to be:

        msg: There are currently processes bound to 389/tcp and 636/tcp, consider using ipa-server-install --uninstall
      when: "':389' in netstat_result.stdout" and "':636' in netstat_result.stdout"
                                              ^ here
This one looks easy to fix.  It seems that there is a value started
with a quote, and the YAML parser is expecting to see the line ended
with the same kind of quote.  For instance:

    when: "ok" in result.stdout

Could be written as:

   when: '"ok" in result.stdout'

Or equivalently:

   when: "'ok' in result.stdout"
We could be wrong, but this one looks like it might be an issue with
unbalanced quotes.  If starting a value with a quote, make sure the
line ends with the same set of quotes.  For instance this arbitrary
example:

    foo: "bad" "wolf"

Could be written as:

    foo: '"bad" "wolf"'

2019-04-03 01:08:30,866 p=4602 u=student |  PLAY [utility.lab.example.com] ************************************************************************************************
2019-04-03 01:08:30,882 p=4602 u=student |  TASK [Gathering Facts] ********************************************************************************************************
2019-04-03 01:08:30,883 p=4602 u=student |  Wednesday 03 April 2019  01:08:30 -0400 (0:00:00.107)       0:00:00.107 ******* 
2019-04-03 01:08:33,519 p=4602 u=student |  ok: [utility.lab.example.com]
2019-04-03 01:08:33,547 p=4602 u=student |  TASK [firewalld is enabled and started] ***************************************************************************************
2019-04-03 01:08:33,547 p=4602 u=student |  Wednesday 03 April 2019  01:08:33 -0400 (0:00:02.664)       0:00:02.772 ******* 
2019-04-03 01:08:34,412 p=4602 u=student |  ok: [utility.lab.example.com]
2019-04-03 01:08:34,435 p=4602 u=student |  TASK [Enable firewall services for FreeIPA in public zone] ********************************************************************
2019-04-03 01:08:34,436 p=4602 u=student |  Wednesday 03 April 2019  01:08:34 -0400 (0:00:00.888)       0:00:03.660 ******* 
2019-04-03 01:08:35,700 p=4602 u=student |  ok: [utility.lab.example.com] => (item=freeipa-ldap)
2019-04-03 01:08:36,804 p=4602 u=student |  ok: [utility.lab.example.com] => (item=freeipa-ldaps)
2019-04-03 01:08:37,783 p=4602 u=student |  ok: [utility.lab.example.com] => (item=dns)
2019-04-03 01:08:37,825 p=4602 u=student |  TASK [/etc/hosts 127.0.0.1 should not resolve to FQDN] ************************************************************************
2019-04-03 01:08:37,825 p=4602 u=student |  Wednesday 03 April 2019  01:08:37 -0400 (0:00:03.389)       0:00:07.049 ******* 
2019-04-03 01:08:38,634 p=4602 u=student |  ok: [utility.lab.example.com]
2019-04-03 01:08:38,659 p=4602 u=student |  TASK [FQDN resolves to default IPv4 address in /etc/hosts] ********************************************************************
2019-04-03 01:08:38,659 p=4602 u=student |  Wednesday 03 April 2019  01:08:38 -0400 (0:00:00.834)       0:00:07.884 ******* 
2019-04-03 01:08:39,273 p=4602 u=student |  ok: [utility.lab.example.com]
2019-04-03 01:08:39,296 p=4602 u=student |  TASK [FreeIPA server packages installed] **************************************************************************************
2019-04-03 01:08:39,296 p=4602 u=student |  Wednesday 03 April 2019  01:08:39 -0400 (0:00:00.637)       0:00:08.521 ******* 
2019-04-03 01:09:02,017 p=4602 u=student |  ok: [utility.lab.example.com] => (item=ipa-server)
2019-04-03 01:09:23,855 p=4602 u=student |  ok: [utility.lab.example.com] => (item=ipa-server-dns)
2019-04-03 01:09:45,075 p=4602 u=student |  ok: [utility.lab.example.com] => (item=rng-tools)
2019-04-03 01:09:45,102 p=4602 u=student |  TASK [rngd service running to avoid install blocking on entropy issues] *******************************************************
2019-04-03 01:09:45,102 p=4602 u=student |  Wednesday 03 April 2019  01:09:45 -0400 (0:01:05.805)       0:01:14.327 ******* 
2019-04-03 01:09:45,913 p=4602 u=student |  ok: [utility.lab.example.com]
2019-04-03 01:09:45,937 p=4602 u=student |  TASK [Find out if anything is running on IPA ports] ***************************************************************************
2019-04-03 01:09:45,937 p=4602 u=student |  Wednesday 03 April 2019  01:09:45 -0400 (0:00:00.834)       0:01:15.162 ******* 
2019-04-03 01:09:46,897 p=4602 u=student |  changed: [utility.lab.example.com]
2019-04-03 01:09:46,920 p=4602 u=student |  TASK [Make sure that we're not already running an IPA server] *****************************************************************
2019-04-03 01:09:46,920 p=4602 u=student |  Wednesday 03 April 2019  01:09:46 -0400 (0:00:00.982)       0:01:16.145 ******* 
2019-04-03 01:09:46,980 p=4602 u=student |  fatal: [utility.lab.example.com]: FAILED! => {"changed": false, "msg": "There are currently processes bound to 389/tcp and 636/tcp, consider using ipa-server-install --uninstall"}
2019-04-03 01:09:46,983 p=4602 u=student |  	to retry, use: --limit @/home/student/scratch/create_ipa_server.retry

2019-04-03 01:09:46,984 p=4602 u=student |  PLAY RECAP ********************************************************************************************************************
2019-04-03 01:09:46,984 p=4602 u=student |  utility.lab.example.com    : ok=8    changed=1    unreachable=0    failed=1   
2019-04-03 01:09:46,985 p=4602 u=student |  Wednesday 03 April 2019  01:09:46 -0400 (0:00:00.064)       0:01:16.209 ******* 
2019-04-03 01:09:46,985 p=4602 u=student |  =============================================================================== 
2019-04-03 01:09:46,985 p=4602 u=student |  FreeIPA server packages installed ------------------------------------------------------------------------------------- 65.81s
2019-04-03 01:09:46,985 p=4602 u=student |  Enable firewall services for FreeIPA in public zone -------------------------------------------------------------------- 3.39s
2019-04-03 01:09:46,986 p=4602 u=student |  Gathering Facts -------------------------------------------------------------------------------------------------------- 2.66s
2019-04-03 01:09:46,986 p=4602 u=student |  Find out if anything is running on IPA ports --------------------------------------------------------------------------- 0.98s
2019-04-03 01:09:46,986 p=4602 u=student |  firewalld is enabled and started --------------------------------------------------------------------------------------- 0.89s
2019-04-03 01:09:46,987 p=4602 u=student |  rngd service running to avoid install blocking on entropy issues ------------------------------------------------------- 0.83s
2019-04-03 01:09:46,987 p=4602 u=student |  /etc/hosts 127.0.0.1 should not resolve to FQDN ------------------------------------------------------------------------ 0.83s
2019-04-03 01:09:46,987 p=4602 u=student |  FQDN resolves to default IPv4 address in /etc/hosts -------------------------------------------------------------------- 0.64s
2019-04-03 01:09:46,988 p=4602 u=student |  Make sure that we're not already running an IPA server ----------------------------------------------------------------- 0.06s
2019-04-03 01:26:55,769 p=4884 u=student |  playbook: gitlab_install.yml
